year,sex,occupation,people,n.by.year,proportion
2000,M,Metal Filer,110367,168122353,6.564683281586e-4
2000,M,Metal Worker,297786,168122353,0.001771245730780368
2000,M,Military,1017572,168122353,0.0060525681555265885
2000,M,Millwright,90310,168122353,5.37168308606768e-4
2000,M,Miner,200747,168122353,0.0011940530001980166
2000,M,Model Maker,16049,168122353,9.546023900819423e-5
2000,M,Motion Picture Projectionist,10296,168122353,6.124111289353652e-5
2000,M,Musician / Music Teacher,413003,168122353,0.002456562096772462
2000,M,Newsboy,123854,168122353,7.366896655318642e-4
2000,M,Nurse,403441,168122353,0.0023996868518726955
2000,M,Nutritionist,9461,168122353,5.627449194694533e-5
2000,M,Office Machine Operator,334259,168122353,0.001988188923337279
2000,M,Oiler / Greaser,30515,168122353,1.8150471638949758e-4
2000,M,Operative,5837694,168122353,0.034722890179867995
2000,M,Optician / Lens Grinder,20024,168122353,1.1910373393358348e-4
2000,M,Optometrist,24325,168122353,1.4468629284530653e-4
2000,M,Painter,882211,168122353,0.005247434289716371
2000,M,Paperhanger,15223,168122353,9.054715050294353e-5
2000,M,Parking Attendant,290103,168122353,0.0017255468700226912
2000,M,Pharmacist,123677,168122353,7.356368608521676e-4
2000,M,Photo Developer,43477,168122353,2.5860332801789897e-4
2000,M,Photographer,116115,168122353,6.906577140280686e-4
2000,M,Physician / Surgeon,576125,168122353,0.003426819751921983
2000,M,Pilot,136359,168122353,8.110700187499755e-4
2000,M,Plasterer,54434,168122353,3.237761013254436e-4
2000,M,Plumber,636668,168122353,0.003786932484819553
2000,M,Policeman / Detective,817139,168122353,0.004860382842726452
2000,M,Porter,56206,168122353,3.3431604422048505e-4
2000,M,Postmaster,20279,168122353,1.2062048643823109e-4
2000,M,Power Station Operator,43979,168122353,2.6158924863489154e-4
2000,M,Pressman,280610,168122353,0.001669082040506535
2000,M,Professional - Misc,2833825,168122353,0.016855730064639293
2000,M,Professor,707315,168122353,0.004207144305195395
2000,M,Psychologist,66504,168122353,3.9556905321209724e-4
2000,M,Public Officials,129379,168122353,7.695526364658958e-4
2000,M,Purchasing Agent,141566,168122353,8.42041510089976e-4
2000,M,Radio Operator,121044,168122353,7.199756477355513e-4
2000,M,Railroad Brakeman,11668,168122353,6.940183617344447e-5
2000,M,Railroad Conductor,54613,168122353,3.2484080210321584e-4
2000,M,Real Estate Agent,437118,168122353,0.0025999992993198232
2000,M,Recreation Attendant,343733,168122353,0.0020445407399217164
2000,M,Religious Worker,63275,168122353,3.76362802868932e-4
2000,M,Road Machinery Operator,512160,168122353,0.0030463527952169452
2000,M,Roller,14228,168122353,8.462884171029893e-5
2000,M,Roofer,291409,168122353,0.001733315022066102
2000,M,Sailor,31389,168122353,1.867033112485643e-4
2000,M,Salesman,4087696,168122353,0.024313816259756964
2000,M,Sawyer,70658,168122353,4.202772489152588e-4
2000,M,Scientist,116374,168122353,6.921982587288675e-4
2000,M,Scientist - Agriculture,24723,168122353,1.4705361636236438e-4
2000,M,Scientist - Biology,98754,168122353,5.873936346822364e-4
2000,M,Scientist - Geology,70402,168122353,4.187545483615733e-4
2000,M,Scientist - Physics,29426,168122353,1.750272909872966e-4
2000,M,Scientist - Social,21044,168122353,1.2517074395217392e-4
2000,M,Secretary,191588,168122353,0.001139574819060497
2000,M,Security Guard,1212189,168122353,0.0072101596151226835
2000,M,Service Attendant,211791,168122353,0.0012597432537718527
2000,M,Service Worker,627109,168122353,0.0037300750840669
2000,M,Serviceman,536422,168122353,0.0031906643609728685
2000,M,Sheriff / Bailiff,8228,168122353,4.894054748329629e-5
2000,M,Ship Officers,43594,168122353,2.592992497553255e-4
2000,M,Shipping and Receiving,584615,168122353,0.0034773186882531915
2000,M,Shoemaker,282385,168122353,0.00167963982754869
2000,M,Social Worker,404846,168122353,0.0024080438607708516
2000,M,Sports Instructor / Official,173041,168122353,0.001029256353555794
2000,M,Stationary Engineer,213589,168122353,0.0012704378459418779
2000,M,Statistician / Actuary,33042,168122353,1.9653543630810354e-4
2000,M,Stock Broker,467290,168122353,0.002779463834889344
2000,M,Surveyor,118867,168122353,7.070267449801872e-4
2000,M,Taxi Cab Driver / Chauffeur,294801,168122353,0.0017534908044024341
2000,M,Teacher,1402235,168122353,0.008340562542566841
2000,M,Technician,431203,168122353,0.0025648165892610364
2000,M,Technician - Medical / Dental,460297,168122353,0.002737869127967772
2000,M,Technician - Testing,242234,168122353,0.0014408197106306263
2000,M,Telephone Operator,32532,168122353,1.935019312988083e-4
2000,M,Temperer,14405,168122353,8.56816463899955e-5
2000,M,Therapist,127400,168122353,7.577814474200227e-4
2000,M,Ticket Agent,104583,168122353,6.220648125237695e-4
2000,M,Tool Maker,138638,168122353,8.246256225071986e-4
2000,M,Truck / Tractor Driver,3681627,168122353,0.02189849793501284
2000,M,Typesetter,51064,168122353,3.037311760679438e-4
2000,M,Upholsterer,57883,168122353,3.442909224569323e-4
2000,M,Usher,58147,168122353,3.458612074029204e-4
2000,M,Veterinarian,39184,168122353,2.3306835349847858e-4
2000,M,Waiter / Waitress,595509,168122353,0.0035421167344713523
2000,M,Weaver,17800,168122353,1.0587527287344117e-4
2000,M,Welder,727405,168122353,0.004326640610365476
2000,F,Accountant / Auditor,1217596,168122353,0.0072423207162702515
2000,F,Actor,25931,168122353,1.5423885960006757e-4
2000,F,Advertising Agent,132581,168122353,7.885982894850395e-4
2000,F,Architect,45789,168122353,2.7235521739337067e-4
2000,F,Artist / Art Teacher,144382,168122353,8.587912161805159e-4
2000,F,Author,107058,168122353,6.367862338924081e-4
2000,F,Baker,117400,168122353,6.98300957041685e-4
2000,F,Bank Teller,474467,168122353,0.002822152982833877
2000,F,Barber / Beautician,912194,168122353,0.0054257746440177414
2000,F,Bartender,232073,168122353,0.0013803815843571974
2000,F,Bill Collector,189733,168122353,0.0011285411880953154
2000,F,Blaster,1187,168122353,7.0603342079086886e-6
2000,F,Boilermaker,810,168122353,4.8179197206453565e-6
2000,F,Bookbinder,34600,168122353,2.0580249670904856e-4
2000,F,Bookkeeper,1920224,168122353,0.01142158651562532
2000,F,Building Manager,272713,168122353,0.0016221102972547618
2000,F,Bus Driver,303925,168122353,0.0018077608038236297
2000,F,Buyer - Farm,3870,168122353,2.3018949776416703e-5
2000,F,Buyer - Store,735183,168122353,0.004372904535781747
2000,F,Cabinet Maker,7648,168122353,4.54906790413527e-5
2000,F,Carpenter,35826,168122353,2.1309480482943277e-4
2000,F,Cashier,3347118,168122353,0.019908821999416102
2000,F,Cement / Concrete Finisher,1620,168122353,9.635839441290713e-6
2000,F,Charwoman,1538658,168122353,0.009152013236455238
2000,F,Chemist,39726,168122353,2.362921960769845e-4
2000,F,Chiropractor,19954,168122353,1.1868737050093512e-4
2000,F,Clergyman,69192,168122353,4.1155740902579447e-4
2000,F,Clerical Worker,9244984,168122353,0.05498961818598863
2000,F,Cook,2289731,168122353,0.013619432271448163
2000,F,Counter Worker,208388,168122353,0.0012395020428961044
2000,F,Cranemen / Hoistmen,3609,168122353,2.1466508977542087e-5
2000,F,Dancer / Dance Teacher,29546,168122353,1.7574105687183668e-4
2000,F,Delivery Man,13282,168122353,7.900198732050817e-5
2000,F,Demonstrator,73418,168122353,4.3669386425968e-4
2000,F,Dentist,30915,168122353,1.8388393600463112e-4
2000,F,Designer,521359,168122353,0.0031010688983159783
2000,F,Dispatcher,163762,168122353,9.740644065337344e-4
2000,F,Doctor Office Attendant,960494,168122353,0.0057130654125451125
2000,F,Draftsman,52679,168122353,3.1333727526404535e-4
2000,F,Dressmaker / Seamstress,115374,168122353,6.862502096910338e-4
2000,F,Economist,64767,168122353,3.8523729203338e-4
2000,F,Editor / Reporter,318909,168122353,0.001896886370606531
2000,F,Electrician,24584,168122353,1.4622683754610547e-4
2000,F,Engineer,49325,168122353,2.9338751879115087e-4
2000,F,Engineer - Aeuronautical,11645,168122353,6.92650310455743e-5
2000,F,Engineer - Chemical,10994,168122353,6.53928511219445e-5
2000,F,Engineer - Civil,32554,168122353,1.9363278837764066e-4
2000,F,Engineer - Electrical,44169,168122353,2.627193779520799e-4
2000,F,Engineer - Industrial,285490,168122353,0.001698108519811164
2000,F,Engineer - Mechanical,20586,168122353,1.2244653749284606e-4
2000,F,Engineer - Metallurgical,4554,168122353,2.7087415318295004e-5
2000,F,Engineer - Mining,1776,168122353,1.0563735091192781e-5
2000,F,Engraver,6674,168122353,3.96972792785026e-5
2000,F,Entertainer,122685,168122353,7.297363962066364e-4
2000,F,Farm Foreman,11769,168122353,7.000258912626567e-5
2000,F,Farm Laborer,384886,168122353,0.0022893208019756895
2000,F,Farm Manager,37048,168122353,2.2036332075366563e-4
2000,F,Farmer,117671,168122353,6.99912878330938e-4
2000,F,Fireman,23972,168122353,1.4258663153495123e-4
2000,F,Fisherman,5504,168122353,3.273806190423709e-5
2000,F,Foremen,436539,168122353,0.0025965553789269176
2000,F,Forgemen,1115,168122353,6.632074677184657e-6
2000,F,Forrester,7396,168122353,4.399177068381859e-5
2000,F,Funeral Director,9932,168122353,5.907602304376504e-5
2000,F,Gardener / Groundskeeper,113506,168122353,6.751392540883603e-4
2000,F,Glazier,2671,168122353,1.588723898005401e-5
2000,F,Hospital Attendant,2508569,168122353,0.01492109142678963
2000,F,Household Worker,123088,168122353,7.321334599688834e-4
2000,F,Human Resources,974106,168122353,0.005794030256048106
2000,F,Inspector,72389,168122353,4.30573321799749e-4
2000,F,Insulation Worker,4840,168122353,2.8788557343115462e-5
2000,F,Insurance Agent,752326,168122353,0.004474871940437331
2000,F,Janitor,953749,168122353,0.0056729458217849235
2000,F,Jeweler,31809,168122353,1.892014918444545e-4
2000,F,Laborer,825610,168122353,0.004910768766125942
2000,F,Laundry / Dry Cleaning,275642,168122353,0.001639532132886577
2000,F,Lawyer / Judge,310186,168122353,0.0018450015388495069
2000,F,Librarian,188810,168122353,0.0011230511388333948
2000,F,Library Attendant,205979,168122353,0.0012251731927639628
2000,F,Locomotive Engineer,2324,168122353,1.3823265963925689e-5
2000,F,Lumberman,4596,168122353,2.7337233377884024e-5
2000,F,Machinist,33788,168122353,2.0097268089032755e-4
2000,F,Mail Carrier,137492,168122353,8.178091583098412e-4
2000,F,Manager / Owner,7154236,168122353,0.04255374655623574
2000,F,Mason,3111,168122353,1.850438055670087e-5
2000,F,Meat Cutter,94222,168122353,5.604370764427738e-4
2000,F,Mechanic,90507,168122353,5.383400742672213e-4
2000,F,Mechanic - Airplane,13018,168122353,7.743170237452006e-5
2000,F,Mechanic - Automobile,36084,168122353,2.1462940148119387e-4
2000,F,Mechanic - Office Machines,43897,168122353,2.611015086137891e-4
2000,F,Mechanic - Radio / Television,6283,168122353,3.73715921047096e-5
2000,F,Messenger,57087,168122353,3.3955627542281663e-4
2000,F,Metal Filer,16030,168122353,9.534722607647539e-5
2000,F,Metal Worker,12523,168122353,7.448741810079234e-5
2000,F,Military,171138,168122353,0.0010179372162367963
2000,F,Millwright,2007,168122353,1.1937734418932383e-5
2000,F,Miner,7109,168122353,4.2284680609960294e-5
2000,F,Model Maker,2772,168122353,1.648799193287522e-5
2000,F,Motion Picture Projectionist,1720,168122353,1.0230644345074091e-5
2000,F,Musician / Music Teacher,761844,168122353,0.004531485471179433
2000,F,Newsboy,140034,168122353,8.329290989640147e-4
2000,F,Nurse,3505260,168122353,0.02084945837035721
2000,F,Nutritionist,88039,168122353,5.236602892418476e-4
2000,F,Office Machine Operator,891903,168122353,0.005305082780991056
2000,F,Oiler / Greaser,2196,168122353,1.3061915687082966e-5
2000,F,Operative,4200004,168122353,0.024981829751098
2000,F,Optician / Lens Grinder,39007,168122353,2.32015548818782e-4
2000,F,Optometrist,9246,168122353,5.499566140381107e-5
2000,F,Painter,108402,168122353,6.447804117992567e-4
2000,F,Paperhanger,7125,168122353,4.237984939456564e-5
2000,F,Parking Attendant,53227,168122353,3.1659680613677825e-4
2000,F,Pharmacist,107598,168122353,6.399981803728383e-4
2000,F,Photo Developer,62574,168122353,3.721932204934105e-4
2000,F,Photographer,70166,168122353,4.1735080878864454e-4
2000,F,Physician / Surgeon,211250,168122353,0.0012565253592423846
2000,F,Pilot,5919,168122353,3.520650225493811e-5
2000,F,Plasterer,695,168122353,4.133894081294472e-6
2000,F,Plumber,11947,168122353,7.10613418550001e-5
2000,F,Policeman / Detective,144722,168122353,8.608135528533794e-4
2000,F,Porter,11117,168122353,6.612446115359806e-5
2000,F,Postmaster,27120,168122353,1.6131108990605192e-4
2000,F,Power Station Operator,3787,168122353,2.25252617062765e-5
2000,F,Pressman,72897,168122353,4.3359493071096856e-4
2000,F,Professional - Misc,2592152,168122353,0.015418247209518891
2000,F,Professor,637686,168122353,0.0037929875987400678
2000,F,Psychologist,119715,168122353,7.120706905642701e-4
2000,F,Public Officials,162534,168122353,9.667602023152746e-4
2000,F,Purchasing Agent,160663,168122353,9.556314025654875e-4
2000,F,Radio Operator,24389,168122353,1.450669679837279e-4
2000,F,Railroad Brakeman,377,168122353,2.2424144872633324e-6
2000,F,Railroad Conductor,3685,168122353,2.1918560704417455e-5
2000,F,Real Estate Agent,500595,168122353,0.0029775636080943977
2000,F,Recreation Attendant,339990,168122353,0.0020222771923731047
2000,F,Religious Worker,108514,168122353,6.454465932914941e-4
2000,F,Road Machinery Operator,12391,168122353,7.370227562779829e-5
2000,F,Roller,5966,168122353,3.548606055971629e-5
2000,F,Roofer,4992,168122353,2.9692660796866196e-5
2000,F,Sailor,1895,168122353,1.1271552926695001e-5
2000,F,Salesman,3846310,168122353,0.02287804049471042
2000,F,Sawyer,11801,168122353,7.019292669547636e-5
2000,F,Scientist,61293,168122353,3.6457376967594546e-4
2000,F,Scientist - Agriculture,8867,168122353,5.2741350818472066e-5
2000,F,Scientist - Biology,84371,168122353,5.018428453710733e-4
2000,F,Scientist - Geology,23132,168122353,1.3759027034317085e-4
2000,F,Scientist - Physics,3888,168122353,2.3126014659097712e-5
2000,F,Scientist - Social,22081,168122353,1.3133887080440755e-4
2000,F,Secretary,4829263,168122353,0.028724693140596242
2000,F,Security Guard,376663,168122353,0.0022404099947375827
2000,F,Service Attendant,1948587,168122353,0.0115902910304854
2000,F,Service Worker,446730,168122353,0.0026571719466714815
2000,F,Serviceman,52984,168122353,3.1515143022058464e-4
2000,F,Sheriff / Bailiff,3574,168122353,2.1258327261217907e-5
2000,F,Ship Officers,1504,168122353,8.945865752901996e-6
2000,F,Shipping and Receiving,254624,168122353,0.0015145160382093866
2000,F,Shoemaker,14101,168122353,8.387343948249403e-5
2000,F,Social Worker,1023517,168122353,0.00608792930705651
2000,F,Sports Instructor / Official,90745,168122353,5.397557099382258e-4
2000,F,Stationary Engineer,9471,168122353,5.633397243732367e-5
2000,F,Statistician / Actuary,23370,168122353,1.390059060141753e-4
2000,F,Stock Broker,235499,168122353,0.0014007596003608159
2000,F,Surveyor,17314,168122353,1.0298452104105395e-4
2000,F,Taxi Cab Driver / Chauffeur,48088,168122353,2.860297821313505e-4
2000,F,Teacher,4460616,168122353,0.026531962706945935
2000,F,Technician,117728,168122353,7.002519171260945e-4
2000,F,Technician - Medical / Dental,1064460,168122353,0.006331460278812539
2000,F,Technician - Testing,148853,168122353,8.853849434286707e-4
2000,F,Telephone Operator,189007,168122353,0.001124222904493848
2000,F,Temperer,1677,168122353,9.974878236447238e-6
2000,F,Therapist,423125,168122353,0.0025167682491334152
2000,F,Ticket Agent,307394,168122353,0.001828394585935875
2000,F,Tool Maker,4739,168122353,2.818780439029425e-5
2000,F,Truck / Tractor Driver,255543,168122353,0.001519982295275156
2000,F,Typesetter,48722,168122353,2.898008452213371e-4
2000,F,Upholsterer,17947,168122353,1.0674963608200273e-4
2000,F,Usher,26527,168122353,1.5778389682661651e-4
2000,F,Veterinarian,25883,168122353,1.5395335324625155e-4
2000,F,Waiter / Waitress,1843769,168122353,0.010966828426437739
2000,F,Weaver,32015,168122353,1.9042678994624825e-4
2000,F,Welder,63197,168122353,3.75898855043981e-4
1850,M,Accountant / Auditor,708,5406202,1.309607003215936e-4
1850,M,Actor,506,5406202,9.359620672701465e-5
1850,M,Agent,2528,5406202,4.6761108815393873e-4
1850,M,Apprentice,3134,5406202,5.797045689376756e-4
1850,M,Apprentice - Carpenter,404,5406202,7.472898718915793e-5
1850,M,Apprentice - Construction,202,5406202,3.7364493594578964e-5
1850,M,Architect,405,5406202,7.491395992972515e-5
1850,M,Artist / Art Teacher,2123,5406202,3.926971282242136e-4
1850,M,Athlete,204,5406202,3.773443907571341e-5
1850,M,Auctioneer,809,5406202,1.496429471188831e-4
1850,M,Author,101,5406202,1.8682246797289482e-5
1850,M,Baggageman,809,5406202,1.496429471188831e-4
1850,M,Baker,14557,5406202,0.0026926481844370596
1850,M,Bank Teller,404,5406202,7.472898718915793e-5
1850,M,Barber / Beautician,7685,5406202,0.0014215155112591057
1850,M,Bartender,5660,5406202,0.00104694571161048
1850,M,Bill Collector,1212,5406202,2.241869615674738e-4
1850,M,Blacksmith,96744,5406202,0.017895002813435385
1850,M,Boarding House Keeper,2124,5406202,3.928821009647808e-4
1850,M,Boatman,28295,5406202,0.0052338036943495635
1850,M,Boilermaker,2020,5406202,3.736449359457897e-4
1850,M,Bookbinder,3435,5406202,6.353813638484097e-4
1850,M,Bookkeeper,2225,5406202,4.115643477620703e-4
1850,M,Building Manager,2125,5406202,3.9306707370534807e-4
1850,M,Bus Driver,3839,5406202,7.101103510375676e-4
1850,M,Buyer - Farm,404,5406202,7.472898718915793e-5
1850,M,Cabinet Maker,38303,5406202,0.007085010881946328
1850,M,Carpenter,219647,5406202,0.04062870754736875
1850,M,Cashier,101,5406202,1.8682246797289482e-5
1850,M,Cement / Concrete Finisher,102,5406202,1.8867219537856706e-5
1850,M,Chemist,809,5406202,1.496429471188831e-4
1850,M,Clergyman,29414,5406202,0.005440788191044286
1850,M,Clerical Worker,2929,5406202,5.41785157121395e-4
1850,M,College President / Dean,101,5406202,1.8682246797289482e-5
1850,M,Constable,3439,5406202,6.361212548106785e-4
1850,M,Craftsman,47904,5406202,0.008860934164132231
1850,M,Crossing Guard / Toll Collector,1818,5406202,3.3628044235121073e-4
1850,M,Dancer / Dance Teacher,102,5406202,1.8867219537856706e-5
1850,M,Delivery Man,1316,5406202,2.4342412658646495e-4
1850,M,Dentist,2023,5406202,3.741998541674913e-4
1850,M,Designer,203,5406202,3.754946633514619e-5
1850,M,Disabled,910,5406202,1.6832519391617257e-4
1850,M,Doctor Office Attendant,101,5406202,1.8682246797289482e-5
1850,M,Draftsman,101,5406202,1.8682246797289482e-5
1850,M,Dressmaker / Seamstress,202,5406202,3.7364493594578964e-5
1850,M,Dyer,2326,5406202,4.3024659455935977e-4
1850,M,Editor / Reporter,2327,5406202,4.3043156729992703e-4
1850,M,Engineer - Civil,607,5406202,1.1227845352430413e-4
1850,M,Engineer - Mechanical,101,5406202,1.8682246797289482e-5
1850,M,Engraver,1820,5406202,3.3665038783234515e-4
1850,M,Entertainer,910,5406202,1.6832519391617257e-4
1850,M,Farm Foreman,16270,5406202,0.003009506489028712
1850,M,Farm Laborer,296047,5406202,0.054760624926704554
1850,M,Farm Manager,707,5406202,1.3077572758102637e-4
1850,M,Farmer,2415878,5406202,0.44687157453606063
1850,M,Fireman,1718,5406202,3.1778316829448846e-4
1850,M,Fisherman,12734,5406202,0.0023554428783830127
1850,M,Foremen,2427,5406202,4.4892884135664925e-4
1850,M,Forgemen,1010,5406202,1.8682246797289485e-4
1850,M,Funeral Director,606,5406202,1.120934807837369e-4
1850,M,Furnaceman,9808,5406202,0.0018142126394833193
1850,M,Furrier,202,5406202,3.7364493594578964e-5
1850,M,Gardener / Groundskeeper,8596,5406202,0.0015900256779158455
1850,M,Glazier,101,5406202,1.8682246797289482e-5
1850,M,Hospital Attendant,101,5406202,1.8682246797289482e-5
1850,M,Household Worker,14966,5406202,0.0027683020353290537
1850,M,Huckster,11322,5406202,0.0020942613687020945
1850,M,Inmate,303,5406202,5.604674039186845e-5
1850,M,Inspector,1721,5406202,3.183380865161901e-4
1850,M,Insurance Agent,606,5406202,1.120934807837369e-4
1850,M,Janitor,202,5406202,3.7364493594578964e-5
1850,M,Jeweler,11832,5406202,0.002188597466391378
1850,M,Laborer,620277,5406202,0.11473433660081514
1850,M,Laundry / Dry Cleaning,303,5406202,5.604674039186845e-5
1850,M,Lawyer / Judge,24369,5406202,0.0045076007148826475
1850,M,Lithographer,808,5406202,1.4945797437831585e-4
1850,M,Locomotive Engineer,505,5406202,9.341123398644742e-5
1850,M,Longshoreman,1314,5406202,2.430541811053305e-4
1850,M,Lumberman,7986,5406202,0.0014771923061698397
1850,M,Machinist,23644,5406202,0.004373495477971411
1850,M,Mail Carrier,808,5406202,1.4945797437831585e-4
1850,M,Manager / Owner,224003,5406202,0.041434448805279564
1850,M,Mason,51032,5406202,0.009439528896626505
1850,M,Meat Cutter,19314,5406202,0.0035725635113153372
1850,M,Mechanic,29113,5406202,0.005385111396133552
1850,M,Mechanic - Railroad,101,5406202,1.8682246797289482e-5
1850,M,Messenger,506,5406202,9.359620672701465e-5
1850,M,Metal Filer,303,5406202,5.604674039186845e-5
1850,M,Metal Heater,101,5406202,1.8682246797289482e-5
1850,M,Metal Worker,11319,5406202,0.002093706450480393
1850,M,Military,8693,5406202,0.0016079680337508662
1850,M,Miller,31743,5406202,0.005871589703825347
1850,M,Milliner,202,5406202,3.7364493594578964e-5
1850,M,Millwright,9003,5406202,0.001665309583326705
1850,M,Miner,87431,5406202,0.01617235168053284
1850,M,Model Maker,1616,5406202,2.989159487566317e-4
1850,M,Molder,9102,5406202,0.0016836218846428602
1850,M,Motorman,101,5406202,1.8682246797289482e-5
1850,M,Musician / Music Teacher,3236,5406202,5.985717884755324e-4
1850,M,Newsboy,505,5406202,9.341123398644742e-5
1850,M,Nurse,101,5406202,1.8682246797289482e-5
1850,M,Operative,192143,5406202,0.03554121729080786
1850,M,Optician / Lens Grinder,202,5406202,3.7364493594578964e-5
1850,M,Painter,24058,5406202,0.004450074192566242
1850,M,Paperhanger,607,5406202,1.1227845352430413e-4
1850,M,Pharmacist,5461,5406202,0.0010101361362376026
1850,M,Photographer,707,5406202,1.3077572758102637e-4
1850,M,Physician / Surgeon,43256,5406202,0.00800118086597578
1850,M,Plasterer,9505,5406202,0.001758165899091451
